Body Part,LEar,LEar,LEar,LElbow,LElbow,LElbow,LEye,LEye,LEye,LShoulder,LShoulder,LShoulder,LWrist,LWrist,LWrist,MidHip,MidHip,MidHip,Neck,Neck,Neck,Nose,Nose,Nose,REar,REar,REar,RElbow,RElbow,RElbow,REye,REye,REye,RShoulder,RShoulder,RShoulder,RWrist,RWrist,RWrist
Variable,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c
757,399.971,285.893,0.835,431.211,440.768,0.787,382.979,282.508,0.940,416.880,338.904,0.778,395.273,484.559,0.809,370.163,482.926,0.700,370.366,332.677,0.889,370.441,292.639,0.913,356.474,275.547,0.788,290.941,404.340,0.782,367.556,279.880,0.898,328.835,325.692,0.758,316.410,444.239,0.831
758,400.834,286.128,0.833,431.221,441.072,0.793,383.234,282.505,0.935,417.178,339.248,0.781,395.276,484.555,0.808,370.163,482.926,0.700,370.598,332.577,0.886,370.880,292.377,0.897,356.731,275.200,0.792,290.446,401.885,0.766,367.841,279.366,0.894,329.317,324.868,0.761,312.246,441.980,0.831
759,401.760,286.397,0.835,431.230,441.314,0.800,383.689,282.443,0.926,417.379,339.606,0.784,395.277,484.479,0.809,370.163,482.926,0.700,370.859,332.410,0.884,371.484,292.109,0.882,357.000,274.848,0.802,289.872,399.233,0.755,368.210,278.929,0.891,329.912,323.932,0.766,307.961,439.347,0.827
760,402.776,286.620,0.837,431.237,441.711,0.810,384.285,282.342,0.915,417.463,339.954,0.787,395.280,484.218,0.811,370.163,482.926,0.700,371.128,332.194,0.882,372.186,291.876,0.866,357.258,274.547,0.814,288.911,395.996,0.750,368.622,278.511,0.889,330.351,322.990,0.773,303.605,434.545,0.819
761,403.568,287.193,0.842,431.238,441.973,0.817,384.949,282.225,0.905,417.411,340.268,0.789,395.284,484.112,0.814,370.163,482.926,0.700,371.498,331.938,0.879,372.799,291.702,0.853,357.484,274.254,0.825,287.861,392.505,0.750,369.027,278.163,0.888,330.821,322.135,0.783,299.971,427.961,0.807
762,404.070,287.923,0.848,431.236,442.083,0.820,385.505,282.339,0.894,417.450,340.529,0.791,395.287,484.050,0.815,370.163,482.926,0.700,371.725,331.561,0.877,373.377,291.704,0.844,357.654,274.121,0.830,286.561,387.390,0.750,369.383,277.909,0.888,331.162,321.371,0.792,296.603,420.596,0.778
763,404.214,288.719,0.855,431.233,442.275,0.823,386.123,282.443,0.883,417.459,340.601,0.792,395.291,484.032,0.815,370.163,482.926,0.700,371.915,331.306,0.877,374.070,291.879,0.839,357.754,274.059,0.837,285.262,384.833,0.756,369.654,277.996,0.892,331.601,320.546,0.798,293.907,412.601,0.767
764,404.079,289.609,0.859,431.228,442.294,0.822,386.604,282.623,0.876,417.444,340.810,0.791,395.291,484.058,0.817,370.163,482.926,0.700,371.717,331.299,0.878,374.771,292.225,0.840,357.754,273.726,0.840,284.102,384.217,0.767,369.796,278.174,0.894,330.709,320.677,0.792,292.141,404.314,0.766
765,403.995,290.272,0.860,431.222,442.144,0.819,387.216,282.859,0.868,417.520,340.995,0.790,395.293,484.123,0.819,370.163,482.926,0.700,371.397,331.303,0.878,375.384,292.492,0.843,357.647,273.619,0.848,283.190,385.788,0.774,370.018,278.535,0.899,330.036,320.808,0.785,291.727,395.485,0.770
766,403.917,291.021,0.860,431.327,441.939,0.813,387.863,283.125,0.863,417.455,340.892,0.787,395.298,484.231,0.819,370.163,482.926,0.700,370.957,331.333,0.879,376.047,292.767,0.849,357.647,273.502,0.856,282.349,388.099,0.782,370.191,279.049,0.904,329.566,320.866,0.778,291.753,386.731,0.775
767,403.829,291.458,0.857,431.320,441.815,0.807,388.259,283.399,0.859,417.278,340.887,0.783,395.182,484.499,0.816,370.163,482.926,0.700,370.748,331.412,0.880,376.560,293.032,0.856,357.645,273.393,0.865,281.742,391.141,0.789,370.289,279.451,0.909,329.309,321.004,0.771,292.550,377.685,0.779
768,403.505,291.800,0.852,431.224,441.463,0.801,388.569,283.663,0.856,416.891,340.522,0.780,395.182,484.686,0.815,370.163,482.926,0.700,370.456,331.554,0.881,377.091,293.266,0.862,357.643,273.431,0.872,281.671,394.132,0.795,370.298,280.061,0.915,328.740,321.013,0.766,293.135,367.517,0.783
769,403.423,291.428,0.847,431.055,440.947,0.795,388.960,283.890,0.854,416.546,339.969,0.776,395.395,484.453,0.817,370.163,482.926,0.700,370.122,331.543,0.883,377.353,293.444,0.868,357.640,273.670,0.875,281.905,396.856,0.797,370.195,280.492,0.920,328.080,321.025,0.764,294.258,357.201,0.786
770,403.582,290.594,0.842,430.838,440.451,0.790,389.257,284.059,0.852,416.493,339.733,0.773,395.452,484.506,0.819,370.163,482.926,0.700,369.787,331.490,0.885,377.761,293.545,0.872,357.637,273.532,0.880,283.216,398.317,0.798,370.203,280.813,0.922,327.202,321.063,0.764,295.361,348.054,0.787
771,403.753,289.818,0.834,430.589,439.689,0.786,389.643,284.155,0.851,416.394,339.585,0.771,395.698,484.142,0.824,370.163,482.926,0.700,369.494,331.396,0.888,378.132,293.553,0.875,357.636,273.274,0.885,284.317,399.174,0.804,370.209,280.987,0.924,326.118,320.903,0.768,296.372,339.883,0.787
772,403.952,289.034,0.827,430.331,439.097,0.783,389.967,284.154,0.851,416.360,339.410,0.770,395.878,483.956,0.828,370.163,482.926,0.700,369.175,331.258,0.890,378.405,293.441,0.877,357.639,272.917,0.890,285.311,398.648,0.802,370.219,280.964,0.924,325.192,320.652,0.776,297.705,331.937,0.777
773,403.840,288.417,0.819,430.083,438.504,0.782,390.182,284.041,0.852,416.507,339.227,0.769,395.994,483.834,0.832,370.163,482.926,0.700,369.095,331.073,0.893,378.514,293.439,0.879,357.642,272.595,0.895,286.660,397.226,0.797,370.225,280.960,0.922,324.415,320.195,0.790,298.800,325.277,0.761
774,403.874,287.588,0.815,429.870,437.745,0.779,390.247,283.927,0.853,416.600,338.938,0.768,396.046,483.778,0.834,370.163,482.926,0.700,369.027,330.747,0.894,378.651,293.439,0.881,357.646,272.362,0.900,287.738,395.325,0.788,370.231,280.846,0.921,323.756,319.780,0.798,298.369,323.049,0.735
775,403.799,286.892,0.811,429.708,437.256,0.778,390.376,283.933,0.852,416.663,338.925,0.768,395.917,483.903,0.834,370.163,482.926,0.700,369.191,330.748,0.897,378.912,293.334,0.882,357.649,271.797,0.907,288.685,396.522,0.786,370.234,280.853,0.922,323.629,319.408,0.797,298.258,324.036,0.733
776,403.737,286.287,0.803,429.614,436.749,0.777,390.432,284.033,0.850,416.715,339.197,0.767,395.952,483.863,0.834,370.163,482.926,0.700,369.002,330.971,0.896,379.164,293.340,0.882,357.650,271.278,0.915,289.674,398.444,0.783,370.238,280.861,0.922,322.397,320.072,0.786,298.175,325.321,0.732
777,403.815,285.850,0.798,429.612,436.517,0.775,390.643,284.324,0.847,416.774,339.540,0.766,395.909,484.018,0.833,370.163,482.926,0.700,369.060,331.263,0.895,379.385,293.548,0.882,357.651,270.977,0.920,290.143,401.339,0.778,370.241,280.872,0.921,322.443,320.511,0.777,298.709,329.101,0.741
778,403.728,285.741,0.791,429.716,436.397,0.772,390.529,284.553,0.843,416.610,339.598,0.766,395.785,484.032,0.833,370.163,482.926,0.700,369.249,331.382,0.894,379.443,293.716,0.882,357.648,270.793,0.923,290.087,403.714,0.770,370.242,280.885,0.920,323.222,320.915,0.768,299.935,335.773,0.749
779,403.294,285.746,0.781,429.708,436.212,0.769,390.414,284.829,0.841,416.341,339.521,0.766,395.575,484.152,0.833,370.163,482.926,0.700,369.671,331.550,0.894,379.539,293.846,0.882,357.751,270.846,0.925,289.550,406.170,0.753,370.128,280.902,0.922,324.233,321.240,0.758,301.321,344.812,0.767
780,402.668,286.004,0.771,429.707,436.003,0.769,390.511,284.925,0.841,416.083,339.181,0.766,395.417,484.239,0.830,370.163,482.926,0.700,369.859,331.750,0.895,379.636,293.931,0.883,357.741,270.903,0.924,288.333,407.506,0.746,370.128,280.912,0.922,324.952,321.903,0.749,302.642,354.812,0.786
781,402.148,286.013,0.762,429.705,435.697,0.769,390.685,284.863,0.845,415.974,338.727,0.766,395.445,484.159,0.829,370.163,482.926,0.700,369.924,331.955,0.895,379.697,293.977,0.885,357.640,271.299,0.921,286.846,407.653,0.743,370.219,280.924,0.923,325.711,322.670,0.740,304.597,366.173,0.792
782,401.678,286.246,0.753,429.706,435.362,0.771,390.804,284.662,0.852,415.587,338.330,0.767,395.414,484.157,0.827,370.163,482.926,0.700,369.863,332.147,0.896,379.925,293.980,0.889,357.467,271.846,0.917,285.522,407.234,0.745,370.382,280.929,0.923,325.880,323.673,0.734,306.824,378.468,0.805
783,401.076,286.586,0.746,429.708,434.802,0.773,391.068,284.339,0.860,415.220,337.945,0.767,395.667,483.892,0.825,370.163,482.926,0.700,369.677,332.307,0.897,380.190,293.937,0.893,357.245,272.502,0.912,284.429,406.361,0.750,370.602,280.928,0.920,325.788,324.781,0.731,309.199,390.790,0.807
784,400.497,287.032,0.740,429.709,434.319,0.775,391.439,283.917,0.873,414.913,337.264,0.767,395.841,483.727,0.823,370.163,482.926,0.700,369.370,332.410,0.898,380.361,293.848,0.898,356.998,273.101,0.907,283.397,405.061,0.755,370.857,280.917,0.916,325.764,325.860,0.733,311.527,402.296,0.803
785,399.986,287.326,0.735,429.707,433.835,0.777,391.874,283.418,0.887,414.714,336.679,0.765,396.028,483.572,0.820,370.163,482.926,0.700,369.184,332.442,0.899,380.635,293.717,0.904,356.741,273.952,0.903,283.552,404.133,0.764,371.125,280.904,0.911,325.439,326.796,0.738,312.546,413.216,0.802
786,399.837,287.308,0.736,429.707,433.488,0.777,392.328,282.867,0.901,414.531,336.210,0.764,396.320,483.437,0.816,370.163,482.926,0.700,369.025,332.387,0.898,380.967,293.545,0.910,356.494,274.391,0.899,283.909,403.991,0.774,371.271,280.890,0.907,325.070,327.710,0.740,312.566,423.972,0.802
787,399.742,287.312,0.735,429.704,433.304,0.778,392.759,282.537,0.913,414.378,336.264,0.762,396.348,483.361,0.815,370.163,482.926,0.700,368.917,332.469,0.896,381.320,293.332,0.915,356.274,274.700,0.896,284.805,404.091,0.783,371.501,280.880,0.903,324.825,328.382,0.741,312.759,432.174,0.810
788,399.862,287.192,0.735,429.696,433.295,0.778,393.127,282.353,0.924,414.065,336.260,0.760,396.591,483.111,0.814,370.163,482.926,0.700,368.637,332.569,0.893,381.651,293.318,0.918,356.103,275.042,0.894,286.431,404.488,0.792,371.889,280.868,0.897,324.210,329.104,0.741,312.310,436.985,0.810
789,399.978,287.190,0.737,429.688,433.492,0.777,393.381,282.362,0.930,413.652,336.368,0.758,396.689,483.045,0.815,370.163,482.926,0.700,368.536,332.690,0.891,381.912,293.417,0.920,356.000,275.245,0.891,287.931,405.366,0.797,372.160,280.862,0.893,323.647,329.649,0.745,311.216,441.093,0.814
790,399.978,287.190,0.737,429.675,433.661,0.776,393.596,282.353,0.933,413.207,336.254,0.757,396.730,482.830,0.818,370.163,482.926,0.700,368.530,332.584,0.890,382.066,293.407,0.921,355.984,275.500,0.889,289.430,405.757,0.794,372.296,280.859,0.891,323.564,329.690,0.748,309.451,443.881,0.817
791,399.978,287.190,0.737,429.778,433.914,0.776,393.646,282.458,0.933,412.794,336.408,0.757,396.807,482.824,0.821,370.163,482.926,0.700,368.636,332.589,0.888,382.313,293.398,0.921,356.075,275.649,0.886,290.885,406.168,0.788,372.274,280.857,0.891,323.423,329.629,0.751,306.688,445.846,0.828
792,399.978,287.190,0.737,429.658,434.253,0.778,393.754,282.452,0.933,412.593,336.592,0.758,396.560,482.939,0.824,370.163,482.926,0.700,368.631,332.595,0.887,382.526,293.390,0.922,356.055,275.531,0.885,291.893,405.601,0.787,372.318,280.853,0.892,323.143,329.780,0.754,303.370,446.843,0.832
793,399.978,287.190,0.737,429.674,434.420,0.779,393.678,282.454,0.931,412.179,336.574,0.759,396.578,482.946,0.828,370.163,482.926,0.700,368.623,332.597,0.885,382.685,293.388,0.923,356.037,275.854,0.883,292.897,404.411,0.784,372.317,280.856,0.894,322.885,329.861,0.757,300.637,447.327,0.833
794,399.978,287.190,0.737,429.598,434.629,0.780,393.416,282.453,0.928,411.477,336.350,0.760,396.528,482.950,0.832,370.163,482.926,0.700,368.613,332.598,0.883,382.880,293.387,0.923,356.131,276.102,0.881,293.554,403.733,0.782,372.270,280.855,0.895,322.436,330.091,0.759,298.423,448.199,0.837
795,399.978,287.190,0.737,429.336,434.629,0.781,393.213,282.454,0.924,410.790,336.277,0.762,396.431,482.954,0.836,370.163,482.926,0.700,368.603,332.601,0.881,382.875,293.388,0.922,356.119,276.355,0.880,293.858,403.256,0.782,372.183,280.856,0.895,322.191,330.330,0.761,296.440,449.106,0.833
796,399.978,287.190,0.737,429.249,434.420,0.781,392.983,282.457,0.922,410.293,335.978,0.764,396.305,482.960,0.839,370.163,482.926,0.700,368.595,332.602,0.879,382.669,293.392,0.923,356.023,276.681,0.880,293.940,402.987,0.782,372.052,280.857,0.897,322.073,330.558,0.762,294.810,450.431,0.835
797,399.978,287.190,0.737,429.113,434.252,0.780,392.746,282.459,0.920,410.035,336.062,0.764,396.059,482.965,0.841,370.163,482.926,0.700,368.588,332.608,0.877,382.506,293.401,0.924,355.855,277.061,0.880,294.351,403.065,0.782,371.883,280.861,0.898,321.871,330.760,0.763,293.502,451.875,0.841
798,399.978,287.190,0.737,428.832,434.033,0.779,392.521,282.462,0.920,410.167,336.179,0.765,395.939,483.080,0.841,370.163,482.926,0.700,368.583,332.612,0.875,382.295,293.408,0.925,355.637,277.120,0.879,294.441,403.273,0.782,371.674,280.864,0.899,321.721,330.909,0.765,292.931,453.149,0.849
799,399.978,287.190,0.737,428.771,433.778,0.776,392.328,282.466,0.921,410.249,336.348,0.765,395.807,483.082,0.841,370.163,482.926,0.700,368.581,332.616,0.875,382.056,293.412,0.925,355.388,277.209,0.878,294.518,403.399,0.778,371.673,280.866,0.899,321.646,330.987,0.765,292.790,454.553,0.855
800,399.978,287.190,0.737,428.583,433.630,0.774,392.186,282.469,0.922,410.186,336.337,0.765,395.062,483.819,0.841,370.163,482.926,0.700,368.579,332.619,0.875,381.806,293.415,0.926,355.134,277.209,0.877,294.683,403.455,0.774,371.897,280.869,0.900,321.663,330.971,0.765,292.953,456.168,0.853
801,399.978,287.190,0.737,428.519,433.372,0.772,392.227,282.475,0.922,410.108,336.259,0.766,395.044,483.644,0.834,370.163,482.926,0.700,368.574,332.620,0.875,381.564,293.422,0.927,354.887,277.002,0.876,294.901,403.707,0.774,371.893,280.876,0.904,321.544,331.087,0.765,292.979,457.276,0.850
802,399.978,287.190,0.737,428.579,433.047,0.772,392.239,282.477,0.920,409.928,336.114,0.767,395.521,482.957,0.827,370.163,482.926,0.700,368.571,332.615,0.875,381.348,293.427,0.926,354.670,276.829,0.876,294.933,403.888,0.774,371.795,280.885,0.908,321.656,330.975,0.765,293.016,458.485,0.843
803,399.978,287.190,0.737,428.766,432.698,0.773,392.141,282.477,0.917,409.896,336.159,0.769,396.620,481.822,0.826,370.163,482.926,0.700,368.568,332.610,0.876,381.181,293.429,0.925,354.503,276.667,0.875,295.028,403.984,0.771,371.625,280.889,0.912,321.655,330.973,0.765,293.188,459.706,0.837
804,399.978,287.190,0.737,428.829,432.363,0.774,392.190,282.584,0.915,410.124,336.049,0.770,398.094,479.978,0.821,370.163,482.926,0.700,368.564,332.607,0.876,381.080,293.432,0.925,354.404,276.614,0.875,294.838,403.961,0.772,371.400,280.894,0.918,321.652,330.973,0.766,293.268,461.073,0.835
805,399.978,287.190,0.737,429.116,432.093,0.777,391.859,282.577,0.910,410.134,335.895,0.770,399.901,477.354,0.814,370.163,482.926,0.700,368.561,332.603,0.876,381.066,293.428,0.922,354.395,276.668,0.873,294.731,403.853,0.770,371.143,280.897,0.923,321.651,330.972,0.767,293.368,462.488,0.833
806,399.978,287.190,0.737,429.262,431.930,0.783,391.322,282.476,0.905,410.041,335.813,0.771,401.457,474.153,0.807,370.163,482.926,0.700,368.557,332.600,0.875,381.271,293.422,0.917,354.498,276.849,0.871,294.363,404.129,0.773,370.873,280.900,0.930,321.652,330.971,0.767,293.489,464.130,0.835
807,399.978,287.190,0.737,429.362,431.665,0.791,390.762,282.306,0.899,409.843,335.830,0.771,403.098,470.487,0.807,370.163,482.926,0.700,368.663,332.600,0.873,381.252,293.527,0.912,354.604,276.943,0.869,294.092,404.531,0.779,370.611,280.901,0.935,321.651,330.973,0.768,293.385,465.607,0.843
808,399.978,287.190,0.737,429.633,431.553,0.802,390.012,282.084,0.896,409.789,335.616,0.771,404.323,466.838,0.809,370.163,482.926,0.700,368.659,332.599,0.871,381.140,293.518,0.905,354.599,276.994,0.868,293.828,404.906,0.784,370.378,281.007,0.937,321.651,330.974,0.768,293.394,466.989,0.852
809,399.978,287.190,0.737,429.716,431.383,0.810,389.158,281.828,0.892,409.787,335.563,0.771,405.229,463.464,0.816,370.163,482.926,0.700,368.565,332.600,0.868,380.960,293.417,0.898,354.498,276.672,0.865,293.602,405.475,0.789,370.196,280.999,0.937,321.760,330.975,0.770,293.394,467.905,0.859
810,399.978,287.190,0.737,429.699,431.071,0.813,388.281,281.559,0.890,409.857,335.341,0.772,405.930,460.627,0.824,370.163,482.926,0.700,368.398,332.601,0.866,380.731,293.240,0.892,354.321,276.351,0.862,293.429,406.050,0.792,370.086,280.894,0.934,321.753,330.978,0.771,293.393,468.548,0.869
811,399.978,287.190,0.737,429.818,430.890,0.812,387.466,281.300,0.887,409.769,335.085,0.775,406.170,458.610,0.828,370.163,482.926,0.700,368.180,332.601,0.863,380.471,293.123,0.885,354.095,276.026,0.859,293.332,406.334,0.794,370.176,280.717,0.930,321.653,330.981,0.772,293.395,469.025,0.880
812,399.978,287.190,0.737,429.704,431.106,0.812,386.913,281.070,0.886,409.635,334.819,0.778,405.456,457.351,0.826,370.163,482.926,0.700,367.929,332.599,0.860,380.204,292.859,0.877,353.839,275.818,0.856,293.336,406.513,0.795,370.268,280.485,0.925,321.482,330.982,0.773,293.400,469.149,0.889
813,399.978,287.190,0.737,429.702,431.369,0.811,386.480,280.890,0.886,409.458,334.561,0.783,405.418,455.366,0.820,370.163,482.926,0.700,367.667,332.597,0.857,379.948,292.494,0.871,353.687,275.495,0.854,293.443,406.795,0.797,370.163,280.225,0.920,321.260,330.986,0.773,293.402,469.195,0.895
814,399.978,287.190,0.737,429.577,430.763,0.807,386.019,280.781,0.886,409.351,334.331,0.789,405.545,453.723,0.823,370.163,482.926,0.700,367.415,332.592,0.855,379.723,292.064,0.864,353.428,275.216,0.852,293.443,407.006,0.797,369.988,279.954,0.915,321.008,330.989,0.774,293.403,469.213,0.898
815,399.978,287.190,0.737,429.573,430.116,0.798,385.736,280.876,0.887,409.343,334.269,0.792,406.026,452.040,0.820,370.163,482.926,0.700,367.194,332.588,0.854,379.552,291.614,0.858,353.223,275.143,0.851,293.444,407.114,0.795,369.769,279.808,0.911,320.747,330.992,0.776,293.406,469.287,0.902
816,399.978,287.190,0.737,429.667,429.946,0.786,385.457,280.969,0.888,409.357,334.168,0.797,406.586,450.721,0.809,370.163,482.926,0.700,367.022,332.585,0.853,379.457,291.302,0.853,352.878,275.410,0.849,293.438,407.337,0.796,369.521,279.582,0.908,320.494,330.995,0.778,293.405,469.512,0.905
817,399.978,287.190,0.737,429.845,429.347,0.775,385.106,280.859,0.887,409.187,334.065,0.800,406.559,448.799,0.791,370.163,482.926,0.700,366.920,332.579,0.851,379.458,290.813,0.848,352.456,275.551,0.847,293.432,407.520,0.792,369.268,279.311,0.906,320.272,330.998,0.780,293.400,469.744,0.906
818,399.978,287.190,0.737,430.080,428.441,0.764,384.842,280.679,0.885,408.968,334.005,0.804,407.173,446.365,0.775,370.163,482.926,0.700,367.024,332.573,0.849,379.572,290.453,0.844,352.020,275.583,0.845,293.423,407.654,0.791,369.026,279.041,0.903,320.102,331.001,0.782,293.398,469.962,0.907
819,399.978,287.190,0.737,430.350,427.361,0.754,384.704,280.341,0.884,408.718,333.774,0.808,408.487,443.752,0.760,370.163,482.926,0.700,367.011,332.565,0.847,379.573,290.256,0.840,351.637,275.506,0.845,293.413,407.712,0.790,368.814,278.695,0.899,320.002,331.005,0.784,293.398,470.143,0.907
820,399.978,287.190,0.737,430.626,426.240,0.745,384.480,280.088,0.884,408.458,333.513,0.812,409.951,441.157,0.742,370.163,482.926,0.700,366.911,332.557,0.846,379.571,289.911,0.836,351.239,275.418,0.844,293.404,407.673,0.788,368.650,278.546,0.895,319.997,331.006,0.786,293.395,470.269,0.904
821,399.978,287.190,0.737,430.893,424.949,0.735,384.311,279.918,0.884,408.210,333.241,0.816,411.757,438.686,0.736,370.163,482.926,0.700,366.831,332.550,0.842,379.569,289.783,0.835,350.742,275.185,0.843,293.392,407.769,0.787,368.554,278.375,0.893,320.102,331.007,0.787,293.387,470.318,0.899
822,399.978,287.190,0.737,431.124,423.708,0.725,384.213,279.832,0.884,407.993,332.981,0.820,413.617,436.504,0.738,370.163,482.926,0.700,366.773,332.546,0.839,379.566,289.869,0.835,350.209,275.390,0.842,293.379,407.887,0.786,368.546,278.293,0.892,320.094,331.013,0.789,293.380,470.526,0.896
823,399.978,287.190,0.737,431.304,422.886,0.720,384.209,279.831,0.885,407.828,332.754,0.823,415.459,434.896,0.742,370.163,482.926,0.700,366.739,332.541,0.836,379.561,290.169,0.836,349.597,275.659,0.843,293.371,407.767,0.786,368.648,278.297,0.893,320.089,331.016,0.790,293.374,470.518,0.894
824,399.978,287.190,0.737,431.406,422.495,0.719,384.317,279.916,0.887,407.735,332.581,0.826,416.884,433.244,0.749,370.163,482.926,0.700,366.728,332.537,0.835,379.555,290.429,0.837,349.193,275.996,0.844,293.365,407.765,0.784,368.640,278.387,0.896,320.085,331.018,0.790,293.371,470.512,0.895
825,399.978,287.190,0.737,431.409,422.156,0.721,384.310,280.086,0.891,407.737,332.487,0.827,417.989,431.877,0.765,370.163,482.926,0.700,366.741,332.538,0.834,379.543,290.859,0.839,349.046,276.139,0.844,293.356,407.773,0.782,368.632,278.562,0.899,320.084,331.022,0.790,293.368,470.507,0.895
826,399.978,287.190,0.737,431.290,421.404,0.721,384.306,280.338,0.894,407.852,332.488,0.826,418.797,430.883,0.784,370.163,482.926,0.700,366.775,332.541,0.834,379.534,291.202,0.840,349.059,276.186,0.845,293.357,407.777,0.784,368.627,278.819,0.903,320.083,331.026,0.790,293.364,470.408,0.896
827,399.978,287.190,0.737,431.290,421.404,0.721,384.305,280.669,0.896,407.853,332.603,0.825,419.300,430.318,0.794,370.163,482.926,0.700,366.942,332.542,0.835,379.527,291.464,0.840,349.140,276.255,0.845,293.358,407.780,0.785,368.624,279.158,0.906,320.082,331.026,0.790,293.362,470.240,0.896
828,399.978,287.190,0.737,431.288,421.885,0.722,384.306,280.836,0.897,407.853,332.607,0.824,418.922,430.481,0.803,370.163,482.926,0.700,366.900,332.546,0.835,379.524,291.636,0.841,349.075,276.577,0.845,293.360,407.781,0.785,368.622,279.328,0.908,320.079,331.029,0.791,293.360,470.017,0.896
829,399.978,287.190,0.737,431.288,421.885,0.722,384.309,280.928,0.896,407.852,332.613,0.822,418.100,430.335,0.805,370.163,482.926,0.700,366.900,332.550,0.835,379.528,291.464,0.840,349.001,276.642,0.844,293.363,407.893,0.787,368.626,279.419,0.909,320.077,331.032,0.792,293.360,469.766,0.895
830,399.978,287.190,0.737,431.288,421.885,0.722,384.311,280.926,0.893,407.851,332.618,0.820,417.250,429.832,0.795,370.163,482.926,0.700,366.941,332.555,0.836,379.530,291.189,0.838,348.936,276.547,0.843,293.370,407.771,0.788,368.628,279.413,0.907,320.076,331.033,0.792,293.363,469.502,0.893
831,399.978,287.190,0.737,431.288,421.885,0.722,384.310,280.812,0.891,407.849,332.621,0.819,416.479,429.507,0.777,370.163,482.926,0.700,366.888,332.558,0.836,379.532,290.918,0.834,348.908,276.523,0.842,293.374,407.672,0.788,368.632,279.291,0.906,320.075,331.035,0.792,293.370,469.256,0.890
832,399.978,287.190,0.737,431.288,421.885,0.722,384.309,280.812,0.890,407.848,332.628,0.815,415.619,429.356,0.759,370.163,482.926,0.700,366.857,332.565,0.835,379.530,290.642,0.831,348.934,276.457,0.840,293.373,407.591,0.787,368.632,279.286,0.905,320.076,331.035,0.792,293.373,468.920,0.882
833,399.978,287.190,0.737,431.288,421.885,0.722,384.308,280.811,0.889,407.846,332.631,0.813,414.286,429.476,0.753,370.163,482.926,0.700,366.751,332.680,0.833,379.530,290.591,0.831,348.778,276.466,0.839,293.373,407.533,0.786,368.631,279.286,0.905,320.076,331.036,0.792,293.378,468.865,0.876
834,399.978,287.190,0.737,431.288,421.885,0.722,384.308,280.811,0.888,407.842,332.631,0.812,413.520,429.845,0.748,370.163,482.926,0.700,366.594,332.681,0.832,379.532,290.646,0.831,348.556,276.568,0.838,293.373,407.613,0.785,368.630,279.287,0.904,320.077,331.037,0.792,293.386,468.984,0.877
835,399.978,287.190,0.737,431.288,421.885,0.722,384.311,280.811,0.886,407.833,332.624,0.814,413.326,430.555,0.736,370.163,482.926,0.700,366.404,332.475,0.831,379.537,290.807,0.834,348.270,276.319,0.838,293.376,407.601,0.785,368.630,279.290,0.905,320.080,331.035,0.791,293.391,469.050,0.876
836,399.978,287.190,0.737,431.288,421.885,0.722,384.311,280.924,0.887,407.827,332.616,0.818,413.442,431.101,0.730,370.163,482.926,0.700,366.090,332.306,0.832,379.539,291.187,0.836,348.172,276.092,0.838,293.379,407.518,0.784,368.628,279.295,0.905,320.084,331.032,0.790,293.400,469.347,0.878
837,399.978,287.190,0.737,431.288,421.885,0.722,384.314,280.812,0.886,407.824,332.609,0.820,413.727,431.580,0.728,370.163,482.926,0.700,365.901,332.178,0.832,379.543,291.556,0.839,348.168,275.883,0.838,293.386,407.382,0.783,368.629,279.297,0.905,320.086,331.027,0.790,293.294,469.193,0.877
838,399.978,287.190,0.737,431.288,421.885,0.722,384.317,280.719,0.885,407.822,332.609,0.822,414.632,432.555,0.736,370.163,482.926,0.700,365.837,332.094,0.832,379.548,291.686,0.842,348.284,275.698,0.838,293.395,407.215,0.784,368.631,279.299,0.906,320.088,331.022,0.789,293.298,469.251,0.872
839,399.978,287.190,0.737,431.288,421.885,0.722,384.320,280.647,0.885,407.707,332.603,0.825,415.971,433.056,0.742,370.163,482.926,0.700,365.897,332.158,0.833,379.554,291.574,0.844,348.399,275.537,0.838,293.403,407.151,0.787,368.633,279.299,0.905,320.088,331.020,0.790,293.397,468.750,0.869
840,399.978,287.190,0.737,431.288,421.885,0.722,384.322,280.594,0.885,407.707,332.598,0.828,417.167,432.922,0.754,370.163,482.926,0.700,365.834,332.154,0.834,379.558,291.447,0.845,348.397,275.655,0.839,293.420,406.974,0.789,368.635,279.298,0.906,320.087,331.020,0.792,293.575,468.306,0.870
841,399.978,287.190,0.737,431.288,421.885,0.722,384.323,280.561,0.885,407.802,332.591,0.830,418.548,431.556,0.760,370.163,482.926,0.700,365.991,331.987,0.835,379.562,291.287,0.845,348.298,275.698,0.840,293.438,406.605,0.793,368.638,279.295,0.905,320.087,331.019,0.793,293.701,467.032,0.872
842,399.978,287.190,0.737,431.165,420.197,0.715,384.323,280.545,0.884,407.974,332.585,0.831,419.789,429.475,0.760,370.163,482.926,0.700,366.253,331.900,0.836,379.564,291.076,0.845,348.124,275.787,0.842,293.447,406.088,0.794,368.638,279.289,0.904,320.086,330.908,0.794,293.973,464.501,0.869
